population_size,elite_size,mutation_rate,pmx,generations,allow_dups,generation,best_fitness,avg_child_fitness,survival_rate,delta_best,success_ratio,crossover_gain,mutation_gain
10,3,0.1,False,150,False,1,0.4804647466990329,0.3539675511520013,1.0,0.0,0.14285714285714285,-0.014652894961157384,-0.04716540600490754
10,3,0.1,False,150,False,2,0.4804647466990329,0.3716327476899239,0.6666666666666666,0.0,0.14285714285714285,0.014846770155567266,0.0
10,3,0.1,False,150,False,3,0.4804647466990329,0.4272600741282587,0.6666666666666666,0.0,0.42857142857142855,0.027567542232156413,0.0
10,3,0.1,False,150,False,4,0.5259403982399293,0.40281999219136316,0.3333333333333333,0.045475651540896445,0.2857142857142857,-0.03687904152207126,0.0
10,3,0.1,False,150,False,5,0.5459878695609798,0.4154221598151744,0.6666666666666666,0.020047471321050447,0.2857142857142857,0.03273348248716553,0.0
10,3,0.1,False,150,False,6,0.5829488687940708,0.4094795851793243,0.6666666666666666,0.03696099923309104,0.2857142857142857,-0.030922179755813604,0.0
10,3,0.1,False,150,False,7,0.5829488687940708,0.4160172965218506,1.0,0.0,0.2857142857142857,0.008699847652537134,0.0
10,3,0.1,False,150,False,8,0.5829488687940708,0.4314158082723663,0.3333333333333333,0.0,0.14285714285714285,-0.02407101893581714,0.0
10,3,0.1,False,150,False,9,0.5829488687940708,0.4624872313101398,1.0,0.0,0.0,-0.00676035089516676,0.0
10,3,0.1,False,150,False,10,0.5829488687940708,0.5077917129058656,0.3333333333333333,0.0,0.2857142857142857,-0.005955172926205335,-0.01474093505223173
10,3,0.1,False,150,False,11,0.5829488687940708,0.4973342918189649,1.0,0.0,0.0,-0.022856745977473465,-0.017371399814126498
10,3,0.1,False,150,False,12,0.5829488687940708,0.5256044751312609,1.0,0.0,0.0,0.0036900626873839692,-0.0018420125672004573
10,3,0.1,False,150,False,13,0.5829488687940708,0.5291115254488978,1.0,0.0,0.14285714285714285,-0.010500767877385131,0.0
10,3,0.1,False,150,False,14,0.5829488687940708,0.5468935205732796,0.6666666666666666,0.0,0.0,0.0022049269674518607,0.0
10,3,0.1,False,150,False,15,0.5829488687940708,0.5523513840072818,1.0,0.0,0.2857142857142857,-0.00033929672930061675,0.0037727698918903485
10,3,0.1,False,150,False,16,0.5829488687940708,0.5554582979539632,1.0,0.0,0.14285714285714285,-0.014527370213950739,0.0
10,3,0.1,False,150,False,17,0.5829488687940708,0.5627826759500483,1.0,0.0,0.14285714285714285,-0.0027250520425180025,-0.004074051336790563
10,3,0.1,False,150,False,18,0.5829488687940708,0.5661102216762204,1.0,0.0,0.14285714285714285,-0.0003712018942422552,0.0
10,3,0.1,False,150,False,19,0.5829488687940708,0.5672680346571466,1.0,0.0,0.2857142857142857,-0.0009189112732581447,0.0014305560636231895
10,3,0.1,False,150,False,20,0.5829488687940708,0.5621306136211935,0.6666666666666666,0.0,0.0,-0.008415646099174381,0.0
10,3,0.1,False,150,False,21,0.5840556481712108,0.5576526370141432,0.6666666666666666,0.001106779377139988,0.2857142857142857,-0.005984123974267318,0.0
10,3,0.1,False,150,False,22,0.5840556481712108,0.5496456590024321,0.6666666666666666,0.0,0.14285714285714285,-0.00865121196902555,-0.0021690090134069973
10,3,0.1,False,150,False,23,0.610504836680737,0.5551639099624699,0.3333333333333333,0.026449188509526156,0.42857142857142855,0.009800277397047776,-0.018177999160889247
10,3,0.1,False,150,False,24,0.6158447156607924,0.561300833527981,0.3333333333333333,0.00533987898005539,0.2857142857142857,-0.0005954877114593257,0.0
10,3,0.1,False,150,False,25,0.6158447156607924,0.562914657551506,1.0,0.0,0.0,-0.017317718042627144,0.0
10,3,0.1,False,150,False,26,0.6158447156607924,0.5726938219769394,0.6666666666666666,0.0,0.0,0.00043174796929030493,-0.010694938222424288
10,3,0.1,False,150,False,27,0.6158447156607924,0.5830334824713718,1.0,0.0,0.0,-0.0049242890846644205,0.0
10,3,0.1,False,150,False,28,0.6158447156607924,0.5963570119843877,0.6666666666666666,0.0,0.0,-0.0012484067347994867,0.0
10,3,0.1,False,150,False,29,0.6158447156607924,0.5992568443559925,1.0,0.0,0.2857142857142857,0.0030164800822808685,0.0
10,3,0.1,False,150,False,30,0.6158447156607924,0.5933975934925865,0.6666666666666666,0.0,0.14285714285714285,-0.00338595013469521,-0.03381545956167786
10,3,0.1,False,150,False,31,0.6158447156607924,0.5906961544198824,1.0,0.0,0.0,-0.0068235286737706735,0.0
10,3,0.1,False,150,False,32,0.6158447156607924,0.584663846445523,1.0,0.0,0.14285714285714285,-0.010759562010859655,-0.011552648414472011
10,3,0.1,False,150,False,33,0.6158447156607924,0.591573760181619,0.6666666666666666,0.0,0.5714285714285714,0.0008844145484953206,0.0
10,3,0.1,False,150,False,34,0.6158447156607924,0.5727793028287788,1.0,0.0,0.0,-0.01173563349096001,-0.005581679869758105
10,3,0.1,False,150,False,35,0.6158447156607924,0.575351451591243,1.0,0.0,0.14285714285714285,-0.00898705733318166,-0.022306459296277614
10,3,0.1,False,150,False,36,0.6158447156607924,0.5545123495892735,1.0,0.0,0.0,-0.023434006895519315,-0.0555997047864184
10,3,0.1,False,150,False,37,0.6158447156607924,0.5641998307861524,1.0,0.0,0.14285714285714285,0.005177311487609788,-0.0280863583330474
10,3,0.1,False,150,False,38,0.6158447156607924,0.5760445722148791,1.0,0.0,0.0,-0.002004890917864044,-0.05189334666105294
10,3,0.1,False,150,False,39,0.6171980528577008,0.5842594645032563,0.6666666666666666,0.001353337196908444,0.42857142857142855,0.011886484100406205,0.0
10,3,0.1,False,150,False,40,0.6171980528577008,0.5921468403387244,1.0,0.0,0.14285714285714285,0.006732446525316127,-0.028741957146555752
10,3,0.1,False,150,False,41,0.6171980528577008,0.5956701235862177,0.6666666666666666,0.0,0.0,-0.0010306473232919286,-0.04392419465742042
10,3,0.1,False,150,False,42,0.6171980528577008,0.5952433454882674,1.0,0.0,0.0,-0.0012379815439297179,0.0
10,3,0.1,False,150,False,43,0.6171980528577008,0.5978061087201659,1.0,0.0,0.0,-0.010328146692189875,0.0
10,3,0.1,False,150,False,44,0.6171980528577008,0.5929805678899525,1.0,0.0,0.0,-0.007887377404829667,0.0
10,3,0.1,False,150,False,45,0.6171980528577008,0.5854911424070981,1.0,0.0,0.0,-0.006921427018470475,-0.010852719446765913
10,3,0.1,False,150,False,46,0.6171980528577008,0.5897301193871574,0.6666666666666666,0.0,0.2857142857142857,-0.00031453237519869185,0.0
10,3,0.1,False,150,False,47,0.6171980528577008,0.5932941994874278,1.0,0.0,0.14285714285714285,-0.0057613267446560935,-0.0030396238511816165
10,3,0.1,False,150,False,48,0.6171980528577008,0.5856455497091865,1.0,0.0,0.0,-0.010944115653424125,-0.010052584086698735
10,3,0.1,False,150,False,49,0.6171980528577008,0.5987503347284809,1.0,0.0,0.14285714285714285,0.00397013611664454,0.0
10,3,0.1,False,150,False,50,0.6171980528577008,0.5978511831779071,0.6666666666666666,0.0,0.14285714285714285,-0.009545215819976678,0.004753007280332122
10,3,0.1,False,150,False,51,0.6171980528577008,0.6013289734177016,1.0,0.0,0.0,-0.004031390373489493,0.0
10,3,0.1,False,150,False,52,0.6171980528577008,0.5962057381931384,1.0,0.0,0.0,-0.006470529251517666,-0.016251810608597483
10,3,0.1,False,150,False,53,0.6171980528577008,0.5790951007768559,1.0,0.0,0.14285714285714285,-0.020628012747706505,-0.005537719569507049
10,3,0.1,False,150,False,54,0.6171980528577008,0.5865890802780128,1.0,0.0,0.14285714285714285,-0.008559793914124742,0.005835419716294643
10,3,0.1,False,150,False,55,0.6171980528577008,0.5829709030033529,1.0,0.0,0.0,-0.010651294103760898,1.1102230246251565e-16
10,3,0.1,False,150,False,56,0.6171980528577008,0.577270030566414,1.0,0.0,0.14285714285714285,-0.011152630817990561,-0.00948225709771755
10,3,0.1,False,150,False,57,0.6171980528577008,0.5859326074504229,1.0,0.0,0.0,0.00011968854837975305,-0.004606518861720477
10,3,0.1,False,150,False,58,0.6171980528577008,0.5927102908785817,1.0,0.0,0.14285714285714285,-0.0041989493084915175,-0.01460531879419058
10,3,0.1,False,150,False,59,0.6171980528577008,0.5995973225529022,1.0,0.0,0.0,-0.004066271463079426,0.0
10,3,0.1,False,150,False,60,0.6171980528577008,0.5882136583242755,1.0,0.0,0.0,-0.014591410027151887,0.0
10,3,0.1,False,150,False,61,0.6171980528577008,0.5858831431994141,1.0,0.0,0.0,-0.0063337603756222615,-0.04132138671987151
10,3,0.1,False,150,False,62,0.6171980528577008,0.5869296778199568,1.0,0.0,0.0,0.0025996180102422217,-0.019374557445079505
10,3,0.1,False,150,False,63,0.6171980528577008,0.5850209729114063,1.0,0.0,0.14285714285714285,-0.008056988819934758,0.0013807500147527407
10,3,0.1,False,150,False,64,0.6171980528577008,0.5939492308015141,1.0,0.0,0.0,-0.006585358619944867,0.0
10,3,0.1,False,150,False,65,0.6171980528577008,0.6007575447838235,1.0,0.0,0.0,-0.003054678770475605,-0.018431388204610766
10,3,0.1,False,150,False,66,0.6171980528577008,0.5948631080837173,1.0,0.0,0.0,-0.005154477207290358,-0.009569929075289862
10,3,0.1,False,150,False,67,0.6171980528577008,0.5904244487815964,1.0,0.0,0.0,-0.010393206188134631,0.0
10,3,0.1,False,150,False,68,0.6171980528577008,0.5938929366486045,1.0,0.0,0.14285714285714285,-0.004667557213125871,-0.01852720203829361
10,3,0.1,False,150,False,69,0.6171980528577008,0.5797423467345302,1.0,0.0,0.14285714285714285,-0.011221830734149634,-0.010135789169338383
10,3,0.1,False,150,False,70,0.6171980528577008,0.5839031407237435,1.0,0.0,0.14285714285714285,-0.007614167133705837,-0.018642149674558794
10,3,0.1,False,150,False,71,0.6171980528577008,0.5867541949225378,1.0,0.0,0.14285714285714285,-0.0053009560640666165,0.004195370587542824
10,3,0.1,False,150,False,72,0.6171980528577008,0.5918067015134312,1.0,0.0,0.0,-0.003143830415646587,-0.01628777545619675
10,3,0.1,False,150,False,73,0.6171980528577008,0.5897649741017343,1.0,0.0,0.0,-0.008977107143028937,0.01535835794127538
10,3,0.1,False,150,False,74,0.6171980528577008,0.5895575153700897,1.0,0.0,0.0,-0.002601368870976744,-0.014076010318305077
10,3,0.1,False,150,False,75,0.6171980528577008,0.5825837938554252,1.0,0.0,0.0,-0.014890980371675308,0.0
10,3,0.1,False,150,False,76,0.6171980528577008,0.5949774091459661,1.0,0.0,0.0,-0.0007640035893331509,0.0
10,3,0.1,False,150,False,77,0.6171980528577008,0.5706278023098756,1.0,0.0,0.0,-0.01186715251104799,-0.017196112673935504
10,3,0.1,False,150,False,78,0.6171980528577008,0.5753832151226007,1.0,0.0,0.0,-0.005403873163823244,-0.012776174005159069
10,3,0.1,False,150,False,79,0.6171980528577008,0.5855527329032251,1.0,0.0,0.0,-0.003143038183029412,0.0
10,3,0.1,False,150,False,80,0.6171980528577008,0.5829796803427971,1.0,0.0,0.0,-0.004055196961256209,-0.02139422274181546
10,3,0.1,False,150,False,81,0.6171980528577008,0.5791402471675832,1.0,0.0,0.0,-0.01901853953165798,0.0
10,3,0.1,False,150,False,82,0.6171980528577008,0.5925916097151804,1.0,0.0,0.14285714285714285,0.00039453771400984765,0.0
10,3,0.1,False,150,False,83,0.6171980528577008,0.5852058017115915,1.0,0.0,0.0,-0.008092844475599024,0.0
10,3,0.1,False,150,False,84,0.6171980528577008,0.5711666880258867,1.0,0.0,0.0,-0.009595667269830046,-0.042961924515899974
10,3,0.1,False,150,False,85,0.6205403469439968,0.5687784084601119,0.6666666666666666,0.0033422940862960493,0.2857142857142857,-0.010760334215196019,0.004478380857577902
10,3,0.1,False,150,False,86,0.6205403469439968,0.5826657670597022,1.0,0.0,0.14285714285714285,0.0016762864424873433,-0.016359024874224137
10,3,0.1,False,150,False,87,0.6205403469439968,0.5841830275803569,1.0,0.0,0.14285714285714285,-0.0037289993204093603,0.0015081308288235062
10,3,0.1,False,150,False,88,0.6205403469439968,0.5958697023412594,1.0,0.0,0.14285714285714285,0.00037365663174436314,-0.008710878304007741
10,3,0.1,False,150,False,89,0.6205403469439968,0.5935240713239983,1.0,0.0,0.0,-0.006087924175639288,-0.05032607063321737
10,3,0.1,False,150,False,90,0.6205403469439968,0.5850790604911703,1.0,0.0,0.0,-0.012847196906319096,-0.01393006017212206
10,3,0.1,False,150,False,91,0.6205403469439968,0.5826430838107598,1.0,0.0,0.0,-0.009619040180170457,0.0
10,3,0.1,False,150,False,92,0.6205403469439968,0.5899918609867534,1.0,0.0,0.14285714285714285,-0.003556464199177719,0.0
10,3,0.1,False,150,False,93,0.6205403469439968,0.5939179400607519,1.0,0.0,0.0,-0.011634344835860946,0.0
10,3,0.1,False,150,False,94,0.6205403469439968,0.5867934846561379,1.0,0.0,0.0,-0.017900450581504357,0.0
10,3,0.1,False,150,False,95,0.6205403469439968,0.5786485836681511,1.0,0.0,0.0,-0.01491577497402406,0.0
10,3,0.1,False,150,False,96,0.6205403469439968,0.5731539585101321,1.0,0.0,0.42857142857142855,-0.0032413275947925806,0.010833905908461672
10,3,0.1,False,150,False,97,0.6205403469439968,0.5715123057920988,1.0,0.0,0.14285714285714285,-0.008549380429224642,0.003797623256806215
10,3,0.1,False,150,False,98,0.6205403469439968,0.5499449045380044,1.0,0.0,0.2857142857142857,-0.01372007439242473,0.004642788997175407
10,3,0.1,False,150,False,99,0.6205403469439968,0.5773242357793406,0.3333333333333333,0.0,0.0,0.008922799820325924,0.0
10,3,0.1,False,150,False,100,0.6205403469439968,0.5461138426600906,1.0,0.0,0.0,-0.01814778771345476,-0.02709121019795746
10,3,0.1,False,150,False,101,0.6205403469439968,0.5584990825409271,1.0,0.0,0.0,0.0004566022622129224,-0.0013737703402511015
10,3,0.1,False,150,False,102,0.6222251054105292,0.5694067321646585,0.6666666666666666,0.0016847584665323767,0.14285714285714285,0.0009527472604604467,0.0
10,3,0.1,False,150,False,103,0.6222251054105292,0.5830020643648895,1.0,0.0,0.0,0.005787465522350511,0.0
10,3,0.1,False,150,False,104,0.6222251054105292,0.5839112570478736,1.0,0.0,0.0,-0.007021785997005504,0.0
10,3,0.1,False,150,False,105,0.6222251054105292,0.5819322270384244,1.0,0.0,0.0,-0.00736951118092255,-0.02658656627968098
10,3,0.1,False,150,False,106,0.6222251054105292,0.5955534357881225,1.0,0.0,0.0,0.002631004431203375,0.0
10,3,0.1,False,150,False,107,0.6222251054105292,0.5910089628416811,1.0,0.0,0.0,-0.006604075330021243,-0.014452843438852336
10,3,0.1,False,150,False,108,0.6222251054105292,0.5942012752914548,0.6666666666666666,0.0,0.14285714285714285,-0.0009739796940794188,0.0
10,3,0.1,False,150,False,109,0.6222251054105292,0.5942400839851393,1.0,0.0,0.0,-0.006019491088889979,0.0
10,3,0.1,False,150,False,110,0.6222251054105292,0.5905893691544387,1.0,0.0,0.0,-0.006363503353695098,-0.007688322650670432
10,3,0.1,False,150,False,111,0.6222251054105292,0.5940915421721756,1.0,0.0,0.14285714285714285,-0.0010226023957257135,0.0
10,3,0.1,False,150,False,112,0.6222251054105292,0.5939312380779632,1.0,0.0,0.14285714285714285,-0.006766796836101882,-0.02278461699112122
10,3,0.1,False,150,False,113,0.6222251054105292,0.5909968240944912,1.0,0.0,0.0,-0.008554373009474243,1.1102230246251565e-16
10,3,0.1,False,150,False,114,0.6222251054105292,0.5980331183742725,0.6666666666666666,0.0,0.0,-0.006461059102726636,2.220446049250313e-16
10,3,0.1,False,150,False,115,0.6222251054105292,0.6004655052520386,1.0,0.0,0.0,-0.004022238586640081,0.0
10,3,0.1,False,150,False,116,0.6222251054105292,0.5919081647110008,1.0,0.0,0.0,-0.0111955206410629,-0.015930527155868734
10,3,0.1,False,150,False,117,0.6222251054105292,0.5912091040437216,1.0,0.0,0.0,-0.009473085766627405,0.0
10,3,0.1,False,150,False,118,0.6222251054105292,0.5935002009478622,1.0,0.0,0.0,-0.003588284803230067,0.0
10,3,0.1,False,150,False,119,0.6230505934010043,0.5962117088786327,0.6666666666666666,0.0008254879904751045,0.14285714285714285,-0.0035237577977711592,0.0
10,3,0.1,False,150,False,120,0.628173831057726,0.6093195281760587,0.6666666666666666,0.005123237656721624,0.14285714285714285,0.004465552254920354,-0.012603737479559562
10,3,0.1,False,150,False,121,0.628173831057726,0.6098887661017155,1.0,0.0,0.14285714285714285,-0.005697186686409268,-0.008333535641912526
10,3,0.1,False,150,False,122,0.628173831057726,0.6000119699055431,1.0,0.0,0.0,-0.006543663107522206,-0.01271685622480373
10,3,0.1,False,150,False,123,0.628173831057726,0.5907578161414117,0.6666666666666666,0.0,0.2857142857142857,-0.0034358759311833775,-0.019205141895827966
10,3,0.1,False,150,False,124,0.628173831057726,0.5939343836910507,1.0,0.0,0.0,-0.008101521814864343,0.0
10,3,0.1,False,150,False,125,0.628173831057726,0.5768603322668995,1.0,0.0,0.0,-0.010926901882159295,0.0
10,3,0.1,False,150,False,126,0.628173831057726,0.5662491250433224,1.0,0.0,0.0,-0.019764382222552692,-0.0024952878947427926
10,3,0.1,False,150,False,127,0.628173831057726,0.576074001084461,1.0,0.0,0.0,-0.002226459420738339,-0.0158703757047457
10,3,0.1,False,150,False,128,0.628173831057726,0.572370098890177,1.0,0.0,0.0,-0.0124601413650702,0.0014123605810162365
10,3,0.1,False,150,False,129,0.628173831057726,0.571922743021047,1.0,0.0,0.14285714285714285,-0.007607380672687102,0.0
10,3,0.1,False,150,False,130,0.628173831057726,0.5831545483323837,1.0,0.0,0.14285714285714285,0.0006067419859135155,-0.026977154881341114
10,3,0.1,False,150,False,131,0.628173831057726,0.5708059562416531,1.0,0.0,0.14285714285714285,-0.012109747745764772,0.0
10,3,0.1,False,150,False,132,0.628173831057726,0.5774276602428461,1.0,0.0,0.14285714285714285,-0.007752826892491206,0.028524844955067463
10,3,0.1,False,150,False,133,0.628173831057726,0.5820466089568439,1.0,0.0,0.0,-0.011307337388671417,0.0
10,3,0.1,False,150,False,134,0.628173831057726,0.5834505625475108,1.0,0.0,0.14285714285714285,-0.005137862943725107,0.0
10,3,0.1,False,150,False,135,0.628173831057726,0.5988369296147743,1.0,0.0,0.0,-0.012057021137408919,0.0
10,3,0.1,False,150,False,136,0.628173831057726,0.5935788229178071,1.0,0.0,0.0,-0.004574209265205639,-0.00960392786334624
10,3,0.1,False,150,False,137,0.628173831057726,0.5927273708959241,1.0,0.0,0.14285714285714285,-0.0023482062479757942,1.1102230246251565e-16
10,3,0.1,False,150,False,138,0.628173831057726,0.5955865186002642,1.0,0.0,0.0,-0.009974530589397648,0.0
10,3,0.1,False,150,False,139,0.628173831057726,0.6058904084378958,1.0,0.0,0.42857142857142855,0.004751621827428213,0.0
10,3,0.1,False,150,False,140,0.628173831057726,0.6034324316454871,1.0,0.0,0.0,-0.005177191011140987,0.0
10,3,0.1,False,150,False,141,0.6290566255920208,0.6027883630717378,0.6666666666666666,0.0008827945342948507,0.2857142857142857,-0.0032247320467479546,-0.007921897857257165
10,3,0.1,False,150,False,142,0.6290566255920208,0.5897748311104165,1.0,0.0,0.0,-0.013837035818076968,-0.018472096394877346
10,3,0.1,False,150,False,143,0.6290566255920208,0.5923724755391976,1.0,0.0,0.14285714285714285,-0.00617579088600863,0.0
10,3,0.1,False,150,False,144,0.6290566255920208,0.5717978754271853,1.0,0.0,0.14285714285714285,-0.016768152870898136,-0.05831024199836732
10,3,0.1,False,150,False,145,0.6290566255920208,0.5687413936647318,1.0,0.0,0.0,-0.011105662461848203,0.0
10,3,0.1,False,150,False,146,0.6290566255920208,0.554710321812133,0.6666666666666666,0.0,0.0,-0.030428319274549556,0.0
10,3,0.1,False,150,False,147,0.6290566255920208,0.5830908472045861,1.0,0.0,0.0,0.013525564128271042,-0.011758853626534504
10,3,0.1,False,150,False,148,0.6290566255920208,0.5829424619019248,1.0,0.0,0.0,-0.007186730287985729,-0.012886314278835687
10,3,0.1,False,150,False,149,0.6290566255920208,0.5901568972767677,1.0,0.0,0.0,-0.01227369182357328,0.0
10,3,0.1,False,150,False,150,0.6290566255920208,0.5886279302312827,1.0,0.0,0.0,-0.006516648896813725,0.0
10,15,0.1,False,150,False,1,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,2,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,3,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,4,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,5,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,6,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,7,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,8,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,9,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,10,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,11,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,12,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,13,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,14,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,15,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,16,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,17,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,18,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,19,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,20,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,21,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,22,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,23,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,24,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,25,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,26,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,27,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,28,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,29,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,30,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,31,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,32,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,33,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,34,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,35,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,36,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,37,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,38,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,39,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,40,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,41,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,42,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,43,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,44,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,45,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,46,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,47,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,48,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,49,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,50,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,51,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,52,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,53,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,54,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,55,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,56,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,57,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,58,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,59,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,60,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,61,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,62,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,63,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,64,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,65,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,66,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,67,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,68,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,69,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,70,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,71,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,72,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,73,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,74,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,75,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,76,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,77,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
10,15,0.1,False,150,False,78,0.48189654074260946,0.0,1.0,0.0,0.0,0.0,0.0
